5L profile	Denmark	France	Germany	Japan	Netherlands	Spain	Thailand	UK	US	Zimbabwe
13354	0.164	0.047	0.242	0.469	0.029	0.117	0.200	-0.028	0.306	0.355
13355	0.012	-0.011	0.209	0.444	-0.073	0.075	0.160	-0.112	0.242	0.290
13411	0.744	0.564	0.806	0.721	0.730	0.635	0.553	0.672	0.740	0.735
13412	0.690	0.493	0.806	0.671	0.632	0.586	0.528	0.615	0.707	0.698
13413	0.676	0.474	0.806	0.658	0.606	0.573	0.521	0.601	0.699	0.689
13414	0.529	0.361	0.668	0.634	0.430	0.437	0.437	0.431	0.589	0.627
13415	0.377	0.243	0.524	0.609	0.248	0.295	0.350	0.255	0.474	0.562
13421	0.694	0.474	0.716	0.657	0.661	0.563	0.495	0.573	0.693	0.681
13422	0.640	0.403	0.716	0.607	0.563	0.514	0.470	0.517	0.647	0.645
13423	0.626	0.384	0.716	0.594	0.537	0.501	0.463	0.502	0.635	0.635
13424	0.479	0.271	0.578	0.570	0.361	0.365	0.379	0.333	0.533	0.573
13425	0.327	0.153	0.434	0.545	0.179	0.224	0.292	0.156	0.428	0.508
13431	0.682	0.452	0.694	0.641	0.644	0.546	0.481	0.549	0.682	0.668
13432	0.628	0.381	0.694	0.591	0.546	0.497	0.456	0.492	0.632	0.631
13433	0.614	0.362	0.694	0.578	0.520	0.484	0.449	0.478	0.619	0.622
13434	0.467	0.249	0.556	0.554	0.344	0.348	0.365	0.308	0.519	0.560
13435	0.315	0.131	0.412	0.529	0.162	0.206	0.278	0.132	0.416	0.495
13441	0.548	0.344	0.526	0.595	0.484	0.399	0.389	0.371	0.564	0.574
13442	0.494	0.273	0.526	0.545	0.386	0.350	0.364	0.315	0.521	0.537
13443	0.480	0.254	0.526	0.532	0.360	0.337	0.357	0.300	0.510	0.528
13444	0.333	0.164	0.430	0.508	0.215	0.239	0.291	0.166	0.426	0.466
13445	0.181	0.070	0.331	0.483	0.065	0.138	0.223	0.027	0.339	0.401
13451	0.348	0.182	0.274	0.527	0.244	0.178	0.251	0.105	0.387	0.433
13452	0.294	0.111	0.274	0.477	0.145	0.129	0.225	0.049	0.355	0.396
13453	0.280	0.092	0.274	0.464	0.120	0.116	0.219	0.034	0.346	0.387
13454	0.133	0.036	0.242	0.440	0.021	0.076	0.180	-0.047	0.286	0.325
13455	-0.020	-0.022	0.209	0.415	-0.081	0.034	0.141	-0.131	0.223	0.260
13511	0.679	0.425	0.589	0.661	0.556	0.356	0.420	0.452	0.590	0.673
13512	0.625	0.354	0.589	0.611	0.458	0.307	0.395	0.396	0.569	0.637
13513	0.611	0.335	0.589	0.598	0.432	0.294	0.388	0.381	0.563	0.627
13514	0.464	0.279	0.557	0.574	0.333	0.254	0.350	0.300	0.491	0.565
13515	0.312	0.221	0.524	0.549	0.231	0.212	0.310	0.216	0.416	0.500
13521	0.629	0.335	0.499	0.597	0.487	0.285	0.362	0.354	0.555	0.619
13522	0.575	0.264	0.499	0.547	0.389	0.236	0.337	0.297	0.519	0.583
13523	0.561	0.245	0.499	0.534	0.363	0.223	0.330	0.283	0.510	0.573
13524	0.415	0.189	0.467	0.510	0.265	0.183	0.292	0.202	0.447	0.511
13525	0.262	0.131	0.434	0.485	0.162	0.141	0.252	0.118	0.381	0.446
13531	0.617	0.313	0.477	0.581	0.470	0.267	0.348	0.329	0.546	0.606
13532	0.563	0.242	0.477	0.531	0.372	0.218	0.323	0.273	0.507	0.570
13533	0.549	0.223	0.477	0.518	0.346	0.205	0.316	0.258	0.497	0.560
13534	0.402	0.167	0.445	0.494	0.247	0.165	0.278	0.177	0.436	0.498
13535	0.250	0.109	0.412	0.469	0.145	0.123	0.238	0.093	0.372	0.433
13541	0.484	0.252	0.396	0.536	0.373	0.198	0.293	0.224	0.459	0.512
13542	0.430	0.180	0.396	0.486	0.275	0.149	0.268	0.168	0.427	0.476
13543	0.416	0.162	0.396	0.473	0.249	0.136	0.261	0.153	0.419	0.466
13544	0.269	0.106	0.364	0.448	0.150	0.096	0.223	0.072	0.359	0.404
13545	0.117	0.048	0.331	0.424	0.048	0.054	0.183	-0.012	0.297	0.339
13551	0.283	0.160	0.274	0.467	0.227	0.095	0.211	0.066	0.329	0.371
13552	0.229	0.089	0.274	0.417	0.129	0.046	0.186	0.010	0.308	0.335
13553	0.215	0.070	0.274	0.404	0.103	0.033	0.179	-0.005	0.302	0.325
13554	0.068	0.014	0.242	0.380	0.004	-0.007	0.141	-0.086	0.244	0.263
13555	-0.084	-0.044	0.209	0.355	-0.098	-0.049	0.101	-0.170	0.184	0.198
14111	0.792	0.718	0.812	0.782	0.773	0.729	0.614	0.723	0.753	0.774
14112	0.738	0.647	0.812	0.732	0.675	0.680	0.588	0.667	0.733	0.738
14113	0.724	0.628	0.812	0.719	0.649	0.667	0.582	0.652	0.728	0.728
14114	0.577	0.507	0.661	0.695	0.464	0.518	0.492	0.471	0.604	0.666
14115	0.425	0.382	0.503	0.670	0.271	0.365	0.399	0.283	0.475	0.601
14121	0.742	0.628	0.723	0.718	0.704	0.657	0.556	0.624	0.720	0.721
14122	0.688	0.557	0.723	0.668	0.606	0.608	0.531	0.568	0.688	0.684
14123	0.674	0.538	0.723	0.655	0.580	0.595	0.524	0.553	0.680	0.675
14124	0.527	0.418	0.571	0.631	0.395	0.447	0.434	0.373	0.563	0.612
14125	0.375	0.293	0.413	0.606	0.202	0.293	0.341	0.185	0.442	0.548
14131	0.730	0.606	0.700	0.702	0.687	0.640	0.542	0.600	0.712	0.707
14132	0.676	0.535	0.700	0.652	0.589	0.591	0.516	0.544	0.677	0.671
14133	0.662	0.516	0.700	0.639	0.563	0.578	0.510	0.529	0.668	0.661
14134	0.515	0.395	0.549	0.615	0.378	0.429	0.420	0.348	0.553	0.599
14135	0.363	0.270	0.391	0.590	0.185	0.276	0.327	0.160	0.434	0.534
14141	0.596	0.492	0.522	0.657	0.519	0.483	0.445	0.414	0.583	0.613
14142	0.542	0.421	0.522	0.607	0.421	0.434	0.420	0.357	0.554	0.577
14143	0.528	0.402	0.522	0.594	0.395	0.421	0.413	0.343	0.546	0.567
14144	0.382	0.308	0.418	0.570	0.245	0.316	0.344	0.202	0.450	0.505
14145	0.229	0.209	0.310	0.545	0.088	0.207	0.272	0.055	0.349	0.440
14151	0.396	0.321	0.253	0.588	0.267	0.248	0.300	0.133	0.388	0.472
14152	0.342	0.250	0.253	0.538	0.169	0.198	0.274	0.077	0.369	0.436
14153	0.328	0.231	0.253	0.525	0.143	0.186	0.268	0.062	0.364	0.426
14154	0.181	0.175	0.221	0.501	0.044	0.145	0.229	-0.019	0.294	0.364
14155	0.029	0.117	0.188	0.476	-0.058	0.104	0.190	-0.103	0.221	0.299
14211	0.753	0.593	0.812	0.747	0.747	0.672	0.566	0.694	0.746	0.740
14212	0.699	0.521	0.812	0.697	0.649	0.623	0.541	0.638	0.715	0.703
14213	0.685	0.503	0.812	0.684	0.623	0.610	0.534	0.623	0.706	0.694
14214	0.538	0.382	0.661	0.660	0.438	0.462	0.445	0.442	0.590	0.631
14215	0.386	0.257	0.503	0.635	0.245	0.308	0.351	0.254	0.469	0.567
14221	0.704	0.503	0.723	0.683	0.679	0.601	0.509	0.596	0.701	0.686
14222	0.650	0.432	0.723	0.633	0.580	0.551	0.483	0.539	0.656	0.650
14223	0.636	0.413	0.723	0.620	0.555	0.539	0.477	0.525	0.644	0.640
14224	0.489	0.293	0.571	0.596	0.369	0.390	0.387	0.344	0.536	0.578
14225	0.337	0.167	0.413	0.571	0.176	0.236	0.294	0.156	0.423	0.513
14231	0.691	0.481	0.700	0.667	0.661	0.583	0.494	0.571	0.690	0.673
14232	0.637	0.409	0.700	0.617	0.563	0.534	0.469	0.515	0.641	0.636
14233	0.623	0.391	0.700	0.604	0.537	0.521	0.462	0.500	0.629	0.627
14234	0.476	0.270	0.549	0.580	0.352	0.373	0.373	0.319	0.523	0.564
14235	0.324	0.145	0.391	0.555	0.159	0.219	0.279	0.131	0.412	0.500
14241	0.558	0.367	0.522	0.622	0.494	0.426	0.398	0.385	0.567	0.579
14242	0.504	0.296	0.522	0.572	0.395	0.377	0.372	0.328	0.525	0.542
14243	0.490	0.277	0.522	0.559	0.370	0.364	0.366	0.314	0.514	0.533
14244	0.343	0.182	0.418	0.535	0.219	0.259	0.296	0.173	0.426	0.471
14245	0.191	0.084	0.310	0.510	0.062	0.150	0.225	0.026	0.333	0.406
14251	0.357	0.196	0.253	0.553	0.241	0.191	0.252	0.104	0.382	0.438
14252	0.303	0.125	0.253	0.503	0.143	0.141	0.227	0.048	0.350	0.401
14253	0.289	0.106	0.253	0.490	0.117	0.129	0.220	0.033	0.342	0.392
14254	0.142	0.050	0.221	0.466	0.019	0.088	0.182	-0.048	0.280	0.329
14255	-0.010	-0.008	0.188	0.441	-0.084	0.047	0.142	-0.132	0.215	0.265
14311	0.744	0.562	0.812	0.738	0.741	0.658	0.555	0.687	0.745	0.731
14312	0.690	0.491	0.812	0.688	0.643	0.609	0.529	0.631	0.710	0.695
14313	0.676	0.472	0.812	0.675	0.617	0.596	0.523	0.616	0.701	0.685
14314	0.529	0.351	0.661	0.651	0.432	0.447	0.433	0.435	0.586	0.623
14315	0.377	0.226	0.503	0.626	0.239	0.294	0.340	0.247	0.467	0.558
14321	0.694	0.472	0.723	0.674	0.672	0.586	0.497	0.588	0.696	0.678
14322	0.640	0.401	0.723	0.624	0.574	0.537	0.472	0.532	0.648	0.641
14323	0.626	0.382	0.723	0.611	0.548	0.524	0.465	0.517	0.635	0.632
14324	0.479	0.262	0.571	0.587	0.363	0.376	0.375	0.337	0.529	0.569
14325	0.327	0.137	0.413	0.562	0.170	0.222	0.282	0.149	0.419	0.505
14331	0.682	0.450	0.700	0.658	0.655	0.569	0.483	0.564	0.684	0.664
14332	0.628	0.379	0.700	0.608	0.557	0.520	0.457	0.508	0.633	0.628
14333	0.614	0.360	0.700	0.595	0.531	0.507	0.451	0.493	0.619	0.618
14334	0.467	0.239	0.549	0.571	0.346	0.358	0.361	0.312	0.515	0.556
14335	0.315	0.114	0.391	0.546	0.153	0.205	0.268	0.124	0.407	0.491
14341	0.548	0.336	0.522	0.613	0.487	0.412	0.386	0.378	0.563	0.570
14342	0.494	0.265	0.522	0.563	0.389	0.363	0.361	0.321	0.518	0.534
14343	0.480	0.246	0.522	0.550	0.363	0.350	0.354	0.307	0.506	0.524
14344	0.334	0.152	0.418	0.526	0.213	0.245	0.285	0.166	0.420	0.462
14345	0.181	0.053	0.310	0.501	0.056	0.136	0.213	0.019	0.330	0.397
14351	0.348	0.165	0.253	0.544	0.235	0.177	0.241	0.097	0.380	0.429
14352	0.294	0.094	0.253	0.494	0.137	0.127	0.215	0.041	0.346	0.393
14353	0.280	0.075	0.253	0.481	0.111	0.115	0.209	0.026	0.337	0.383
14354	0.133	0.019	0.221	0.457	0.012	0.074	0.170	-0.055	0.276	0.321
14355	-0.019	-0.039	0.188	0.432	-0.090	0.033	0.131	-0.139	0.213	0.256
14411	0.712	0.508	0.732	0.709	0.675	0.545	0.501	0.601	0.681	0.701
14412	0.658	0.436	0.732	0.659	0.576	0.496	0.475	0.545	0.651	0.665
14413	0.644	0.418	0.732	0.646	0.551	0.483	0.469	0.530	0.644	0.655
14414	0.497	0.319	0.620	0.622	0.394	0.370	0.396	0.382	0.544	0.593
14415	0.345	0.215	0.503	0.597	0.231	0.253	0.320	0.228	0.440	0.528
14421	0.662	0.418	0.642	0.645	0.606	0.473	0.443	0.502	0.638	0.647
14422	0.609	0.347	0.642	0.595	0.507	0.424	0.418	0.446	0.595	0.611
14423	0.594	0.328	0.642	0.582	0.482	0.411	0.411	0.431	0.584	0.601
14424	0.448	0.229	0.530	0.558	0.325	0.299	0.338	0.283	0.492	0.539
14425	0.295	0.126	0.413	0.533	0.162	0.181	0.263	0.130	0.397	0.474
14431	0.650	0.396	0.620	0.629	0.589	0.456	0.429	0.478	0.627	0.634
14432	0.596	0.324	0.620	0.579	0.490	0.407	0.403	0.422	0.581	0.598
14433	0.582	0.306	0.620	0.566	0.465	0.394	0.397	0.407	0.569	0.588
14434	0.435	0.207	0.508	0.542	0.308	0.281	0.324	0.259	0.479	0.526
14435	0.283	0.103	0.391	0.517	0.145	0.164	0.248	0.105	0.386	0.461
14441	0.517	0.299	0.473	0.584	0.444	0.328	0.346	0.318	0.517	0.540
14442	0.463	0.228	0.473	0.534	0.346	0.279	0.321	0.262	0.478	0.504
14443	0.449	0.209	0.473	0.521	0.320	0.266	0.314	0.247	0.468	0.494
14444	0.302	0.127	0.393	0.497	0.187	0.182	0.255	0.126	0.390	0.432
14445	0.150	0.042	0.310	0.472	0.048	0.095	0.193	0.000	0.310	0.367
14451	0.316	0.154	0.253	0.515	0.227	0.136	0.221	0.078	0.353	0.399
14452	0.262	0.083	0.253	0.465	0.128	0.087	0.196	0.022	0.324	0.363
14453	0.248	0.064	0.253	0.452	0.103	0.074	0.189	0.007	0.316	0.353
14454	0.101	0.009	0.221	0.428	0.004	0.034	0.151	-0.074	0.257	0.291
14455	-0.051	-0.050	0.188	0.403	-0.098	-0.008	0.111	-0.158	0.196	0.226
14511	0.648	0.397	0.568	0.649	0.539	0.314	0.391	0.425	0.551	0.639
14512	0.594	0.326	0.568	0.599	0.441	0.264	0.365	0.369	0.532	0.603
14513	0.580	0.307	0.568	0.586	0.415	0.252	0.359	0.354	0.527	0.593
14514	0.433	0.251	0.536	0.562	0.316	0.211	0.320	0.273	0.457	0.531
14515	0.281	0.193	0.503	0.537	0.214	0.170	0.281	0.189	0.384	0.466
14521	0.598	0.308	0.478	0.585	0.470	0.242	0.333	0.327	0.518	0.586
14522	0.544	0.236	0.478	0.535	0.372	0.193	0.308	0.270	0.486	0.549
14523	0.530	0.218	0.478	0.522	0.346	0.180	0.301	0.256	0.478	0.540
14524	0.383	0.162	0.446	0.498	0.248	0.140	0.263	0.175	0.416	0.477
14525	0.231	0.104	0.413	0.473	0.145	0.098	0.223	0.091	0.351	0.413
14531	0.586	0.285	0.456	0.569	0.453	0.225	0.319	0.302	0.510	0.572
14532	0.532	0.214	0.456	0.519	0.355	0.175	0.293	0.246	0.475	0.536
14533	0.518	0.195	0.456	0.506	0.329	0.163	0.287	0.231	0.466	0.526
14534	0.371	0.139	0.424	0.482	0.230	0.122	0.248	0.150	0.406	0.464
14535	0.219	0.081	0.391	0.457	0.128	0.081	0.209	0.066	0.343	0.399
14541	0.452	0.224	0.375	0.524	0.356	0.156	0.264	0.197	0.425	0.478
14542	0.398	0.153	0.375	0.474	0.258	0.107	0.238	0.141	0.396	0.442
14543	0.384	0.134	0.375	0.461	0.232	0.094	0.232	0.126	0.389	0.432
14544	0.238	0.078	0.343	0.437	0.133	0.054	0.194	0.045	0.331	0.370
14545	0.085	0.020	0.310	0.412	0.031	0.012	0.154	-0.039	0.270	0.305
14551	0.252	0.132	0.253	0.455	0.210	0.053	0.182	0.039	0.297	0.337
14552	0.198	0.061	0.253	0.405	0.112	0.003	0.156	-0.017	0.278	0.301
14553	0.184	0.042	0.253	0.392	0.086	-0.010	0.150	-0.032	0.273	0.291
14554	0.037	-0.014	0.221	0.368	-0.013	-0.050	0.111	-0.113	0.217	0.229
14555	-0.115	-0.072	0.188	0.343	-0.115	-0.092	0.072	-0.197	0.160	0.164
15111	0.694	0.500	0.502	0.746	0.543	0.376	0.417	0.436	0.529	0.669
15112	0.640	0.429	0.502	0.696	0.445	0.327	0.392	0.380	0.516	0.633
15113	0.626	0.410	0.502	0.683	0.419	0.314	0.385	0.365	0.512	0.623
15114	0.479	0.354	0.470	0.659	0.320	0.274	0.347	0.284	0.435	0.561
15115	0.327	0.296	0.437	0.634	0.218	0.232	0.307	0.200	0.355	0.496
15121	0.644	0.410	0.412	0.682	0.474	0.305	0.359	0.338	0.503	0.615
15122	0.590	0.339	0.412	0.632	0.376	0.256	0.334	0.281	0.482	0.579
15123	0.576	0.320	0.412	0.619	0.350	0.243	0.327	0.267	0.477	0.569
15124	0.430	0.264	0.380	0.595	0.252	0.203	0.289	0.186	0.404	0.507
15125	0.277	0.206	0.347	0.570	0.149	0.161	0.249	0.102	0.328	0.442
15131	0.632	0.388	0.390	0.666	0.457	0.287	0.345	0.313	0.496	0.602
15132	0.578	0.317	0.390	0.616	0.359	0.238	0.320	0.257	0.474	0.566
15133	0.564	0.298	0.390	0.603	0.333	0.225	0.313	0.242	0.468	0.556
15134	0.417	0.242	0.358	0.579	0.234	0.185	0.275	0.161	0.396	0.494
15135	0.265	0.184	0.325	0.554	0.132	0.143	0.235	0.077	0.321	0.429
15141	0.499	0.327	0.309	0.621	0.360	0.218	0.290	0.208	0.405	0.508
15142	0.445	0.255	0.309	0.571	0.262	0.169	0.265	0.152	0.386	0.472
15143	0.431	0.237	0.309	0.558	0.236	0.156	0.258	0.137	0.381	0.462
15144	0.284	0.181	0.277	0.533	0.137	0.116	0.220	0.056	0.313	0.400
15145	0.132	0.123	0.244	0.509	0.035	0.074	0.180	-0.028	0.242	0.335
15151	0.298	0.235	0.187	0.552	0.214	0.115	0.208	0.050	0.268	0.367
15152	0.244	0.164	0.187	0.502	0.116	0.066	0.183	-0.006	0.255	0.331
15153	0.230	0.145	0.187	0.489	0.090	0.053	0.176	-0.021	0.251	0.321
15154	0.083	0.089	0.155	0.465	-0.009	0.013	0.138	-0.102	0.188	0.259
15155	-0.069	0.031	0.122	0.440	-0.111	-0.029	0.098	-0.186	0.123	0.194
15211	0.656	0.375	0.502	0.711	0.517	0.319	0.370	0.407	0.529	0.635
15212	0.602	0.303	0.502	0.661	0.419	0.270	0.344	0.351	0.509	0.598
15213	0.588	0.285	0.502	0.648	0.393	0.257	0.338	0.336	0.503	0.589
15214	0.441	0.229	0.470	0.624	0.295	0.217	0.299	0.255	0.430	0.526
15215	0.289	0.171	0.437	0.599	0.192	0.175	0.260	0.171	0.354	0.462
15221	0.606	0.285	0.412	0.647	0.448	0.248	0.312	0.309	0.496	0.581
15222	0.552	0.214	0.412	0.597	0.350	0.199	0.287	0.252	0.463	0.544
15223	0.538	0.195	0.412	0.584	0.324	0.186	0.280	0.238	0.454	0.535
15224	0.391	0.139	0.380	0.560	0.226	0.146	0.242	0.157	0.389	0.473
15225	0.239	0.081	0.347	0.535	0.123	0.104	0.202	0.073	0.321	0.408
15231	0.594	0.263	0.390	0.631	0.431	0.230	0.298	0.284	0.487	0.568
15232	0.540	0.191	0.390	0.581	0.333	0.181	0.272	0.228	0.452	0.531
15233	0.526	0.173	0.390	0.568	0.307	0.168	0.266	0.213	0.442	0.522
15234	0.379	0.117	0.358	0.544	0.209	0.128	0.227	0.132	0.379	0.459
15235	0.227	0.059	0.325	0.519	0.106	0.086	0.188	0.048	0.312	0.395
15241	0.460	0.202	0.309	0.585	0.334	0.161	0.243	0.179	0.400	0.474
15242	0.406	0.130	0.309	0.535	0.236	0.112	0.218	0.123	0.370	0.437
15243	0.392	0.112	0.309	0.522	0.210	0.099	0.211	0.108	0.362	0.428
15244	0.245	0.056	0.277	0.498	0.112	0.059	0.173	0.027	0.301	0.365
15245	0.093	-0.002	0.244	0.473	0.009	0.017	0.133	-0.057	0.237	0.301
15251	0.260	0.110	0.187	0.517	0.188	0.058	0.161	0.021	0.268	0.333
15252	0.206	0.038	0.187	0.467	0.090	0.009	0.135	-0.035	0.248	0.296
15253	0.192	0.020	0.187	0.454	0.064	-0.004	0.129	-0.050	0.242	0.287
15254	0.045	-0.036	0.155	0.430	-0.034	-0.044	0.090	-0.131	0.184	0.224
15255	-0.108	-0.094	0.122	0.405	-0.137	-0.086	0.051	-0.215	0.123	0.160
15311	0.646	0.344	0.502	0.702	0.511	0.305	0.358	0.400	0.529	0.626
15312	0.592	0.273	0.502	0.652	0.413	0.256	0.333	0.344	0.507	0.590
15313	0.578	0.254	0.502	0.639	0.387	0.243	0.326	0.329	0.501	0.580
15314	0.431	0.198	0.470	0.615	0.288	0.203	0.288	0.248	0.429	0.518
15315	0.279	0.140	0.437	0.590	0.186	0.161	0.248	0.164	0.354	0.453
15321	0.596	0.254	0.412	0.638	0.442	0.234	0.300	0.302	0.494	0.572
15322	0.542	0.183	0.412	0.588	0.344	0.185	0.275	0.245	0.458	0.536
15323	0.528	0.164	0.412	0.575	0.318	0.172	0.268	0.231	0.449	0.526
15324	0.382	0.108	0.380	0.551	0.220	0.132	0.230	0.150	0.385	0.464
15325	0.229	0.050	0.347	0.526	0.117	0.090	0.190	0.066	0.319	0.399
15331	0.584	0.232	0.390	0.622	0.425	0.216	0.286	0.277	0.485	0.559
15332	0.530	0.161	0.390	0.572	0.327	0.167	0.261	0.221	0.446	0.523
15333	0.516	0.142	0.390	0.559	0.301	0.154	0.254	0.206	0.436	0.513
15334	0.369	0.086	0.358	0.535	0.202	0.114	0.216	0.125	0.374	0.451
15335	0.217	0.028	0.325	0.510	0.100	0.072	0.176	0.041	0.310	0.386
15341	0.451	0.171	0.309	0.577	0.328	0.147	0.231	0.172	0.398	0.465
15342	0.397	0.099	0.309	0.527	0.230	0.098	0.206	0.116	0.366	0.429
15343	0.383	0.081	0.309	0.514	0.204	0.085	0.199	0.101	0.358	0.419
15344	0.236	0.025	0.277	0.489	0.105	0.045	0.161	0.020	0.298	0.357
15345	0.084	-0.033	0.244	0.465	0.003	0.003	0.121	-0.064	0.235	0.292
15351	0.250	0.079	0.187	0.508	0.182	0.044	0.149	0.014	0.268	0.324
15352	0.196	0.008	0.187	0.458	0.084	-0.005	0.124	-0.042	0.246	0.288
15353	0.182	-0.011	0.187	0.445	0.058	-0.018	0.117	-0.057	0.240	0.278
15354	0.035	-0.067	0.155	0.421	-0.041	-0.058	0.079	-0.138	0.183	0.216
15355	-0.117	-0.125	0.122	0.396	-0.143	-0.100	0.039	-0.222	0.123	0.151
15411	0.615	0.333	0.502	0.673	0.503	0.264	0.339	0.381	0.497	0.596
15412	0.561	0.262	0.502	0.623	0.404	0.215	0.313	0.325	0.478	0.559
15413	0.547	0.243	0.502	0.610	0.379	0.202	0.307	0.310	0.472	0.550
15414	0.400	0.187	0.470	0.586	0.280	0.162	0.268	0.229	0.403	0.488
15415	0.248	0.129	0.437	0.561	0.178	0.120	0.229	0.145	0.332	0.423
15421	0.565	0.243	0.412	0.609	0.434	0.193	0.281	0.282	0.464	0.542
15422	0.511	0.172	0.412	0.559	0.336	0.144	0.256	0.226	0.434	0.506
15423	0.497	0.153	0.412	0.546	0.310	0.131	0.249	0.211	0.426	0.496
15424	0.350	0.097	0.380	0.522	0.211	0.091	0.211	0.130	0.364	0.434
15425	0.198	0.039	0.347	0.497	0.109	0.049	0.171	0.046	0.299	0.369
15431	0.553	0.221	0.390	0.593	0.417	0.175	0.267	0.258	0.456	0.529
15432	0.499	0.150	0.390	0.543	0.318	0.126	0.241	0.202	0.423	0.492
15433	0.485	0.131	0.390	0.530	0.293	0.113	0.235	0.187	0.414	0.483
15434	0.338	0.075	0.358	0.506	0.194	0.073	0.196	0.106	0.354	0.421
15435	0.186	0.017	0.325	0.481	0.092	0.031	0.157	0.022	0.291	0.356
15441	0.419	0.160	0.309	0.547	0.320	0.107	0.212	0.153	0.372	0.435
15442	0.365	0.089	0.309	0.497	0.221	0.057	0.187	0.097	0.344	0.398
15443	0.351	0.070	0.309	0.484	0.196	0.045	0.180	0.082	0.337	0.389
15444	0.204	0.014	0.277	0.460	0.097	0.004	0.142	0.001	0.279	0.327
15445	0.052	-0.044	0.244	0.435	-0.005	-0.037	0.102	-0.083	0.219	0.262
15451	0.219	0.068	0.187	0.479	0.174	0.003	0.130	-0.005	0.245	0.294
15452	0.165	-0.003	0.187	0.429	0.075	-0.046	0.104	-0.061	0.226	0.257
15453	0.151	-0.022	0.187	0.416	0.050	-0.059	0.098	-0.076	0.221	0.248
15454	0.004	-0.078	0.155	0.392	-0.049	-0.099	0.059	-0.157	0.167	0.186
15455	-0.149	-0.136	0.122	0.367	-0.151	-0.141	0.020	-0.241	0.110	0.121
15511	0.550	0.311	0.502	0.613	0.486	0.181	0.299	0.342	0.431	0.534
15512	0.496	0.240	0.502	0.563	0.388	0.132	0.274	0.286	0.418	0.498
15513	0.482	0.221	0.502	0.550	0.362	0.119	0.267	0.271	0.414	0.488
15514	0.335	0.165	0.470	0.526	0.263	0.079	0.229	0.190	0.351	0.426
15515	0.183	0.107	0.437	0.501	0.161	0.037	0.189	0.106	0.286	0.361
15521	0.500	0.221	0.412	0.549	0.417	0.110	0.241	0.244	0.404	0.480
15522	0.446	0.150	0.412	0.499	0.319	0.061	0.216	0.187	0.384	0.444
15523	0.432	0.131	0.412	0.486	0.293	0.048	0.209	0.173	0.379	0.434
15524	0.286	0.075	0.380	0.462	0.195	0.008	0.171	0.092	0.320	0.372
15525	0.133	0.017	0.347	0.437	0.092	-0.034	0.131	0.008	0.260	0.307
15531	0.488	0.199	0.390	0.533	0.400	0.092	0.227	0.219	0.397	0.467
15532	0.434	0.128	0.390	0.483	0.302	0.043	0.202	0.163	0.376	0.431
15533	0.420	0.109	0.390	0.470	0.276	0.030	0.195	0.148	0.370	0.421
15534	0.273	0.053	0.358	0.446	0.177	-0.010	0.157	0.067	0.313	0.359
15535	0.121	-0.005	0.325	0.421	0.075	-0.052	0.117	-0.017	0.253	0.294
15541	0.355	0.138	0.309	0.488	0.303	0.023	0.172	0.114	0.318	0.373
15542	0.301	0.066	0.309	0.438	0.205	-0.026	0.147	0.058	0.300	0.337
15543	0.287	0.048	0.309	0.425	0.179	-0.039	0.140	0.043	0.295	0.327
15544	0.140	-0.008	0.277	0.400	0.080	-0.079	0.102	-0.038	0.241	0.265
15545	-0.012	-0.066	0.244	0.376	-0.022	-0.121	0.062	-0.122	0.186	0.200
15551	0.154	0.046	0.187	0.419	0.157	-0.080	0.090	-0.044	0.199	0.232
15552	0.100	-0.025	0.187	0.369	0.059	-0.129	0.065	-0.100	0.186	0.196
15553	0.086	-0.044	0.187	0.356	0.033	-0.142	0.058	-0.115	0.182	0.186
15554	-0.061	-0.100	0.155	0.332	-0.066	-0.182	0.020	-0.196	0.134	0.124
15555	-0.213	-0.158	0.122	0.307	-0.168	-0.224	-0.020	-0.280	0.084	0.059
21111	0.863	0.872	0.918	0.813	0.912	0.893	0.734	0.877	0.880	0.854
21112	0.793	0.801	0.918	0.742	0.804	0.841	0.680	0.809	0.840	0.817
21113	0.774	0.782	0.918	0.723	0.775	0.827	0.666	0.791	0.830	0.808
21114	0.628	0.641	0.727	0.699	0.562	0.644	0.560	0.578	0.690	0.746
21115	0.475	0.494	0.530	0.674	0.340	0.454	0.449	0.357	0.544	0.681
21121	0.797	0.783	0.828	0.728	0.833	0.818	0.648	0.767	0.826	0.800
21122	0.740	0.711	0.828	0.673	0.733	0.769	0.617	0.708	0.790	0.764
21123	0.725	0.693	0.828	0.659	0.707	0.756	0.609	0.693	0.780	0.754
21124	0.578	0.551	0.637	0.635	0.493	0.573	0.502	0.480	0.648	0.692
21125	0.426	0.405	0.440	0.610	0.272	0.383	0.392	0.259	0.511	0.627
21131	0.780	0.760	0.806	0.706	0.813	0.800	0.626	0.739	0.813	0.787
21132	0.726	0.689	0.806	0.656	0.715	0.751	0.601	0.683	0.777	0.750
21133	0.712	0.670	0.806	0.643	0.689	0.738	0.594	0.668	0.768	0.741
21134	0.566	0.529	0.615	0.619	0.476	0.555	0.488	0.455	0.638	0.679
21135	0.413	0.382	0.418	0.594	0.254	0.365	0.377	0.234	0.502	0.614
21141	0.647	0.630	0.595	0.661	0.623	0.615	0.516	0.527	0.671	0.693
21142	0.593	0.558	0.595	0.611	0.524	0.566	0.491	0.470	0.641	0.657
21143	0.579	0.540	0.595	0.598	0.499	0.553	0.484	0.456	0.634	0.647
21144	0.432	0.433	0.468	0.574	0.331	0.427	0.405	0.296	0.526	0.585
